case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless,parent,totalage,refage,educ,income,race,polparty,polviewr,polview,ideology,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthin,typeins,instype,he2z,partyln,partycom,covi1b,covi1bne,covi1c,covi1cne,covi2,covi2net,covi3,covi4,covi4net,covi5,covi6a,covi6ane,covi6b,covi6bne,covi6c,covi6cne,covi6d,covi6dne,covi7,covi8,covi9
70000935,816,.5916,PA,Center City (Metro),North East,Owned,Married,Full-time,Four,Four, , , , ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Directly from an insurance company,Not sure, ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000937,816,.2699,FL,Center City (Metro),South,Owned,Divorced,Full-time,One,One, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
70000938,816,1.1997,MA,Surburban (Metro),North East,Owned,Married,Full-time,Two,Two, , , , ,50-64,45-64,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Very worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Too restrictive,Oppose
70000939,816,.7452,CO,Center City (Metro),West,Owned,Married,Temporarily unemployed,Four,Two,None,Two,None,Yes,30-49,30-44,"Some college, no degree (includes community college)","$30,000 but less than $40,000",White Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone",United States,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000940,816,.2682,IL,Non-Metro,North Central,Owned,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
70000941,816,.5647,MA,Center City County (Metro),North East,Owned,Married,Full-time,Two,Two, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 5-1 asked,Very liberal,Liberal Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426, , , , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000942,816,1.4368,MT,Non-Metro,West,Owned,Married,Part-time,Three,Three, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Don't Know, , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Too restrictive,Support
70000943,816,1.6981,WV,Center City (Metro),South,Rented,"Single, that is never married",Student,Three,Three, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Church of God,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your parents/mother/father, , ,Neither/other,Independent/other,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Too restrictive,Oppose
70000944,816,.6815,AL,No metro status,South,Owned,Married,Full-time,Two,Two, , , , ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Directly from an insurance company,Not sure,Republican,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Very worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Too restrictive,Not restrictive enough,Support
70000946,816,1.0703,OK,Non-Metro,South,Rented,Married,Full-time,Two,Two, , , , ,30-49,45-64,"Some college, no degree (includes community college)","$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Oppose
70000948,816,1.2187,CO,Center City (Metro),West,Rented,Married,Full-time,Four,Two,None,None,Two,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
70000950,816,.5453,GA,Center City (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,30-49,45-64,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Oppose
70000951,816,.2202,CA,Center City County (Metro),West,Rented,Divorced,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Oppose
70000952,816,.9277,IA,No metro status,North Central,Owned,Divorced,Part-time,Three,Three, , , , ,30-49,30-44,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Marketplace plan,Neither/other,Independent/other,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Appropriate,Appropriate,Oppose
70000953,816,1.0449,MN,Center City (Metro),North Central,Owned,Married,Homemaker,Refused,Refused, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
70000954,816,.3903,VA,Surburban (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Support
70000955,816,1.5069,AZ,Center City County (Metro),West,Owned,"Single, living with a partner",Full-time,Five,Three,None,Two,None,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",Asian/Chinese/Japanese,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Hindu,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000956,816,.8965,KS,Center City County (Metro),North Central,Owned,Married,Retired,Two,Two, , , , ,30-49,45-64,"Some college, no degree (includes community college)","$100,000 and over (Unspecified)",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Somewhere else, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
70000957,816,1.8408,MO,Surburban (Metro),North Central,Rented,Separated,Part-time,Four,Four, , , , ,50-64,45-64,Two year associate degree from a college or university,"$15,000 but less than $25,000",Unspecified Hispanic,A Republican,d3 5-1 asked,Very liberal,Liberal Net,No,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",Another Country,200426,"No, not covered by health insurance", , , , ,Republican/leans Republican,Excellent,Excellent/good,Poor,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Too restrictive,Too restrictive,Oppose
70000958,816,.7833,CA,Center City (Metro),West,Rented,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$250,000 or more",Black Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Appropriate,Appropriate,Support
70000960,816,.7437,IA,Center City (Metro),North Central,Owned,Married,Part-time,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably use it,Definitely/probably use it,Comfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000961,816,.7804,KS,Surburban (Metro),North Central,Owned,Married,Full-time,Three,Two,None,One,None,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000962,816,.2763,LA,Surburban (Metro),South,Owned,Separated,Retired,One,One, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , , ,Republican/leans Republican,Not so good,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Uncomfortable,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Support
70000963,816,.5241,SD,Non-Metro,North Central,Owned,Married,Full-time,Five,Two,One,Two,None,Yes,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
70000964,816,1.2115,NY,Center City (Metro),North East,Rented,Married,Part-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$25,000 but less than $30,000",Asian/Chinese/Japanese,An Independent,d3 5-1 asked,Very conservative,Conservative Net,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Appropriate,Appropriate,Oppose
70000965,816,1.3238,IL,Non-Metro,North Central,Owned,Married,Full-time,Two,Two, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
70000966,816,.4791,KS,Surburban (Metro),North Central,Owned,Divorced,Full-time,One,One, , , , ,50-64,45-64,"Some postgraduate or professional schooling, no postgraduate degree","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Male,Methodist,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Support
70000967,816,.6329,FL,Center City County (Metro),South,Rented,"Single, that is never married",Part-time,One,One, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$250,000 or more",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200426,"No, not covered by health insurance", , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Support
70000968,816,.2506,CA,No metro status,West,Owned,Married,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Too restrictive,Support
70000969,816,.5979,CA,Non-Metro,West,Owned,Married,Full-time,Three,Three, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Very liberal,Liberal Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000970,816,.6283,MD,Surburban (Metro),South,Rented,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,Two year associate degree from a college or university,"$30,000 but less than $40,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Support
70000971,816,.5401,IL,Center City County (Metro),North Central,Owned,"Single, living with a partner",Full-time,Four,Two,One,One,None,Yes,30-49,30-44,"Some college, no degree (includes community college)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,No,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Support
70000972,816,1.2828,LA,Surburban (Metro),South,Owned,"Single, living with a partner",Temporarily unemployed,Five,Two,Two,One,None,Yes,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Don't know,Don't know,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not at all,Not too much/not at all,Too restrictive,Too restrictive,Support
70000973,816,1.4897,MN,Surburban (Metro),North Central,Owned,Married,Full-time,Two,Two, , , , ,50-64,45-64,Two year associate degree from a college or university,"$150,000 to under $200,000",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000974,816,.5285,MN,Center City (Metro),North Central,Owned,"Single, living with a partner",Full-time,Four,Four, , , , ,30-49,45-64,Two year associate degree from a college or university,"$30,000 but less than $40,000",White Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone",United States,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Good,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not restrictive enough,Appropriate,Support
70000975,816,1.1956,TX,Surburban (Metro),South,Owned,Married,Part-time,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$40,000 but less than $50,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Medicare, , , ,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Too restrictive,Appropriate,Support
70000978,816,.4423,CA,Non-Center City (Metro),West,Owned,Married,Full-time,Two,Two, , , , ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200426,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Not restrictive enough,Support
70000979,816,.2761,IL,Center City County (Metro),North Central,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , ,Neither/other,Independent/other,Not so good,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
70000980,816,.4378,WI,Center City County (Metro),North Central,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200426, , , , ,Neither/other,Independent/other,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
