case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,totalage,refage,educ,income,race,polparty,polviewrot,polview,ideologynet,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,instype,he2z,partyln,partycomb,covi1a,covi1anet,covi1b,covi1bnet,covi1c,covi1cnet,covi1d,covi1dnet,covi2,covi3,covi4,covi4net,covi5,covi5net,covi6,covi6net,covi7,covi8,covi9,covi10,covi11,covi12rot,covi12
70000795,815,.8153,MD,No metro status,South,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",White Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Female,Jehovah's Witness,Cell Phone sample, ,"No, no home telephone",Another Country,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Slowly
70000796,815,.9278,AL,Center City County (Metro),South,Rented,Divorced,Full-time,One,One, , , , ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 5-1 asked,Very liberal,Liberal Net,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000797,815,1.5775,MO,Center City (Metro),North Central,Rented,Divorced,Full-time,One,One, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Black Non-Hispanic,Don't know,d3 1-5 asked,Moderate,Moderate,Yes,Male,Refused,Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,Refused/No answer,Refused,Excellent,Excellent/good,Good,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Not worried at all,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of July,slowly/quickly,Slowly
70000798,815,.9078,TX,Surburban (Metro),South,Rented,Married,Part-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",Asian/Chinese/Japanese,An Independent,d3 1-5 asked,Moderate,Moderate,No,Male,Muslim/Islamic,Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of July,slowly/quickly,Quickly
70000799,815,1.6974,AR,No metro status,South,Owned,Married,Full-time,Six or more,Two,One,One,Two,Yes,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),Refused,White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200418,Refused, , , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Quickly
70000802,815,1.1092,TX,Center City County (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200418, , , , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Quickly
70000803,815,1.2039,MO,Center City (Metro),North Central,Owned,Married,Full-time,Four,Two,Two,None,None,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,Yes,No,No,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Quickly
70000804,815,1.2235,IL,Center City (Metro),North Central,Owned,"Single, living with a partner",Full-time,Four,Two,One,One,None,Yes,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Slowly
70000805,815,.8227,OR,No metro status,West,Rented,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,Two year associate degree from a college or university,"$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 1-5 asked,Very liberal,Liberal Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Slowly
70000806,815,.5836,LA,Surburban (Metro),South,Owned,Married,Full-time,Five,Two,Two,One,None,Yes,30-49,Refused,"Some postgraduate or professional schooling, no postgraduate degree","$100,000 and over (Unspecified)",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Poor,Not so good/poor,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,Yes,Yes,No,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Quickly
70000807,815,1.1428,CA,Center City County (Metro),West,Owned,"Single, that is never married",Student,Three,Three, , , , ,18-29,18-29,"Some college, no degree (includes community college)",Don't know,Black Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200418,"No, not covered by health insurance", , , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,No, , ,Never left home,By the end of June,slowly/quickly,Slowly
70000808,815,1.0053,ID,Surburban (Metro),West,Owned,Separated,Full-time,Four,Three,None,One,None,No,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Mixed,A Republican,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Female,Agnostic,Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of July,slowly/quickly,Slowly
70000809,815,.5419,TX,Non-Metro,South,Owned,"Single, living with a partner",Full-time,Three,Three, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Quickly
70000810,815,.5598,TX,Center City (Metro),South,Owned,Divorced,Full-time,Three,Two,One,None,None,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Marketplace plan, ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Quickly
70000811,815,.3106,CA,Center City County (Metro),West,Owned,Divorced,Retired,One,One, , , , ,65+,65+,"Some postgraduate or professional schooling, no postgraduate degree","$200,000 to under $250,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200418, , , , , ,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",Later in 2020,slowly/quickly,Slowly
70000812,815,.9728,UT,Non-Metro,West,Owned,Married,Part-time,Three,Three, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$250,000 or more",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,No,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,Yes,Yes,No,Never left home,Or will it take longer than that,quickly/slowly,Slowly
70000813,815,.3578,TX,Center City (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Some postgraduate or professional schooling, no postgraduate degree","$200,000 to under $250,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200418, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,Never left home,By the end of July,quickly/slowly,Slowly
70000814,815,.7152,MN,No metro status,North Central,Owned,Widowed,Retired,Two,Two, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$25,000 but less than $30,000",White Hispanic,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",Another Country,200418,"Yes, covered by health insurance",Medicare, , , ,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,Never left home,By the end of May,quickly/slowly,Slowly
70000815,815,.6555,TN,Surburban (Metro),South,Owned,Married,Homemaker,Four,Two,None,None,Two,Yes,30-49,30-44,Two year associate degree from a college or university,"$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of July,quickly/slowly,Quickly
70000816,815,.9138,CA,Center City County (Metro),West,Owned,Divorced,Temporarily unemployed,One,One, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Less than $15,000",Refused,An Independent,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Refused,Cell Phone sample, ,"No, no home telephone", ,200418,"Yes, covered by health insurance",Medicare, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Not employed,Not employed,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,Yes,No,"Yes, wore mask or face covering",Or will it take longer than that,slowly/quickly,Slowly
70000818,815,1.2247,AZ,Center City County (Metro),West,Owned,Married,Retired,Two,Two, , , , ,65+,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Less than $15,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,Baptist,Cell Phone sample, ,"Yes, has a home telephone", ,200418, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,Not a source of stress,Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,quickly/slowly,Quickly
70000819,815,.7442,CA,Center City County (Metro),West,Owned,Married,Full-time,Four,Two,Two,None,None,Yes,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Methodist,Cell Phone sample, ,"Yes, has a home telephone", ,200418,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Slowly
70000822,815,1.6414,AL,Surburban (Metro),South,Rented,Married,Full-time,One,One, , , , ,50-64,45-64,Less than high school (Grades 1-8 or no formal schooling),"$25,000 but less than $30,000",Unspecified Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,No,Male,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",Another Country,200419,"No, not covered by health insurance", , , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Poor,Not so good/poor,Good,Excellent/good,Good,Excellent/good,Not a source of stress,Yes,Somewhat concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of July,slowly/quickly,Slowly
70000824,815,1.846,CA,Center City (Metro),West,Rented,"Single, that is never married",Full-time,One,One, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 5-1 asked,Very liberal,Liberal Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of June,quickly/slowly,Slowly
70000825,815,.7905,LA,No metro status,South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200419, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Not so good,Not so good/poor,Not so good,Not so good/poor,Not employed,Not employed,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,No, , ,Never left home,Or will it take longer than that,slowly/quickly,Quickly
70000826,815,1.3981,NY,Center City (Metro),North East,Rented,Married,Retired,Three,Three, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Black Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200419, , , , ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Quickly
70000827,815,1.0577,OH,Center City (Metro),North Central,Rented,Separated,Full-time,One,One, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Male,Muslim/Islamic,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not a source of stress,No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of May,quickly/slowly,Quickly
70000828,815,1.0832,OH,No metro status,North Central,Rented,"Single, that is never married",Temporarily unemployed,One,One, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Black Non-Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,Never left home,By the end of June,quickly/slowly,Slowly
70000829,815,.4819,WI,Center City (Metro),North Central,Owned,Widowed,Retired,One,One, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 and over (Unspecified)",White Non-Hispanic,A Democrat,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200419,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Not employed,Not employed,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,Yes,Yes,Yes,Never left home,Later in 2020,quickly/slowly,Slowly
70000830,815,.6229,VA,Surburban (Metro),South,Owned,Married,Full-time,Three,Three, , , , ,50-64,45-64,"Some postgraduate or professional schooling, no postgraduate degree","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Excellent,Excellent/good,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Quickly
70000831,815,1.6283,IL,Center City (Metro),North Central,Rented,"Single, living with a partner",Full-time,Three,Two,None,One,None,Yes,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,No,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Slowly
70000832,815,2.4263,PA,Non-Metro,North East,Owned,Married,Full-time,Four,Two,None,One,One,Yes,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Not concerned at all,Not too/not concerned at all,Not too worried,Not too/not worried at all,Yes,No,No,"Yes, wore mask or face covering",By the end of May,slowly/quickly,Quickly
70000833,815,.3818,OK,Non-Metro,South,Owned,Married,Full-time,Three,Two,One,None,None,Yes,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200419, , , , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000834,815,1.7594,VA,Surburban (Metro),South,Owned,"Single, that is never married",Full-time,Four,Four, , , , ,18-29,18-29,Two year associate degree from a college or university,"$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Slowly
70000835,815,.4132,NJ,Non-Center City (Metro),North East,Owned,Married,Full-time,One,One, , , , ,65+,65+,"Some college, no degree (includes community college)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200419, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Not so good,Not so good/poor,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of June,quickly/slowly,Slowly
70000838,815,.7398,NY,Non-Center City (Metro),North East,Owned,Divorced,Temporarily unemployed,Four,Two,Two,None,None,Yes,50-64,45-64,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 1-5 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200419,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Poor,Not so good/poor,Excellent,Excellent/good,Not a source of stress,Yes,Very concerned,Very concerned/somewhat concerned,Not concerned at all,Not too/not concerned at all,Not too worried,Not too/not worried at all,Yes,Yes,Yes,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Quickly
70000840,815,.7823,NY,Center City (Metro),North East,Owned,Married,Full-time,Six or more,Five,One,One,One,Refused,65+,65+,Refused,"$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Very liberal,Liberal Net,No,Male,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",Cell Phone sample, ,"Yes, has a home telephone", ,200419, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Not employed,Not employed,Not a source of stress,Yes,Very concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,Yes,Yes,Yes,"No, did not wear mask or face covering",By the end of July,quickly/slowly,Quickly
70000841,815,1.8416,AZ,Center City (Metro),West,Rented,"Single, that is never married",Full-time,One,One, , , , ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Black Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",United States,200419,"Yes, covered by health insurance",Somewhere else, , ,Neither/other,Independent/other,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,quickly/slowly,Slowly
70000842,815,1.1651,TX,Center City (Metro),South,Rented,"Single, that is never married",Full-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200419,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Not too concerned,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,"No, did not wear mask or face covering",By the end of June,slowly/quickly,Slowly
